Fuzzing (with MutationEngine),0d 0h 15m 34s,17:04:02 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.38,67.62,4.82,4.32,0,,,,,,,,0,7.44,108.27,31.52,0,,,,0,403.5,3.27,63.27,0,false,false,true,false
Fuzzing (with MutationEngine),0d 0h 15m 34s,17:04:02 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.39,67.63,4.82,4.32,0,,,,,,,,0,7.44,108.25,31.52,0,,,,0,403.5,3.27,63.27,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 15m 34s,17:04:02 - 12.05.2025,0,0,0d 0h 0m 1s,0,0,,68.36,67.61,4.87,4.35,0,,,,,,,,0,7.44,108.24,31.52,0,,,,0,403.5,3.26,63.26,0,false,false,false,true
Fuzzing (with MutationEngine),0d 0h 15m 47s,17:04:15 - 12.05.2025,0,0,0d 0h 0m 1s,0,0,,68.37,67.67,4.84,4.35,0,,,,,,,,0,7.45,108.24,31.53,0,,,,0,429.75,3.1,63.27,0,false,false,true,false
Fuzzing (with MutationEngine),0d 0h 15m 54s,17:04:23 - 12.05.2025,0,0,0d 0h 0m 9s,0,0,,68.39,67.68,4.84,4.35,0,,,,,,,,0,7.45,108.21,31.53,0,,,,0,429.75,3.11,63.27,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 15m 59s,17:04:28 - 12.05.2025,0,0,0d 0h 0m 14s,0,0,,68.4,67.68,4.84,4.34,0,,,,,,,,0,7.45,108.18,31.53,0,,,,0,429.75,3.11,63.26,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 3s,17:04:31 - 12.05.2025,0,0,0d 0h 0m 18s,0,0,,68.41,67.69,4.83,4.34,0,,,,,,,,0,7.45,108.18,31.53,0,,,,0,429.75,3.12,63.26,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 6s,17:04:34 - 12.05.2025,0,0,0d 0h 0m 21s,0,0,,68.38,67.68,4.88,4.37,0,,,,,,,,0,7.45,108.17,31.53,0,,,,0,429.75,3.12,63.26,0,false,false,false,true
Fuzzing (with MutationEngine),0d 0h 16m 9s,17:04:37 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.29,67.47,4.83,4.31,0,,,,,,,,0,7.46,108.52,31.52,0,,,,0,447.09,2.93,63.25,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 9s,17:04:37 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.26,67.45,4.83,4.31,0,,,,,,,,0,7.46,108.51,31.52,0,,,,0,447.09,2.93,63.25,0,false,false,true,false
Fuzzing (with MutationEngine),0d 0h 16m 9s,17:04:37 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.27,67.46,4.83,4.31,0,,,,,,,,0,7.46,108.48,31.52,0,,,,0,447.09,2.93,63.25,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 10s,17:04:38 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.29,67.46,4.83,4.31,0,,,,,,,,0,7.46,108.44,31.52,0,,,,0,447.09,2.93,63.25,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 10s,17:04:38 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.3,67.47,4.83,4.31,0,,,,,,,,0,7.46,108.46,31.52,0,,,,0,447.09,2.93,63.25,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 13s,17:04:41 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.26,67.4,4.85,4.35,0,,,,,,,,0,7.47,108.39,31.54,0,,,,0,440.78,2.92,63.3,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 13s,17:04:41 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.28,67.41,4.85,4.35,0,,,,,,,,0,7.47,108.44,31.54,0,,,,0,440.78,2.92,63.3,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 14s,17:04:42 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.29,67.41,4.84,4.35,0,,,,,,,,0,7.47,108.5,31.54,0,,,,0,440.78,2.92,63.3,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 14s,17:04:42 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.3,67.42,4.84,4.35,0,,,,,,,,0,7.47,108.56,31.54,0,,,,0,440.78,2.92,63.3,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 14s,17:04:42 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.31,67.43,4.84,4.35,0,,,,,,,,0,7.47,108.62,31.54,0,,,,0,440.78,2.92,63.3,0,true,false,false,false
Fuzzing (with MutationEngine),0d 0h 16m 14s,17:04:42 - 12.05.2025,0,0,0d 0h 0m 0s,0,0,,68.31,67.46,4.84,4.36,0,,,,,,,,0,7.48,108.73,31.54,0,,,,0,443.38,2.91,63.27,0,false,false,true,false
